original	call_entry	net	correct_mean	correct_cnt	fake_always_1	fake_always_3	fake_always_5	fake_correct	fake_correct_1v5	1000	1001	1002	1004	1005	1006	1007	1009	1010	1011	1012	1013	1014	984	986	987	988	992	993	994	995	996	997	998
sample15_c38cd5c611532af5e79ed0958c415880.ogg	984	loss17-0 + rate28kbit	3.6666666666667	6	1	3	5	3.6666666666667	5	1	4.5162947225624	2.277	4.312232	1.331	2.201	2.7	2.344	4.6	3.9	4.54517	1.77376	1.589	1.1233	1.741084	2.164	2.782852	4.95	1.72469	2.62916	1.78414	2.8127	4.24883	2.3211
sample16_450f0cecc3c7003c6fbc3a10f4712aa4.ogg	988	loss30-0 + rate17kbit	1.6666666666667	6	1	3	5	1.6666666666667	1	1	1.0908466255493	1.59	1.012189	1.184	1	2.3	1.75	1.5	1	3.07047	1	1.191	1.105	1.430391	1.812	1		1	2.58738	1.68875	1	2.67205	1.8992
sample06_b05e9d0ca9fa03bc46191299c1bae645.ogg	1011	loss30-0 + rate14kbit	0.66666666666667	6	1	3	5	0.66666666666667	1	1	1.6964209482179	1	1.723779	1.114	2.607	1.7	1.119	2	1	0.691551	1	1.083	1.0217	1.210761	1.677	1.058731	3.14	2.95741	2.71164	1.52152	5	1.66061	4.5932
sample15_a5c5e22bcb1d4585beba504d73b6cc99.ogg	992	loss30-0 + rate17kbit	0.5	6	1	3	5	0.5	1	1	3.1013097820012	1.427	1	1.236	2.299	2.3	1.823	1.14	1	1.00116	1	1.173	1.1088	1.343318	1.765	1	2.75	1.80479	2.77376	2.09936	2.7144	1.42845	1
sample06_b05e9d0ca9fa03bc46191299c1bae645.ogg	1002	loss30-0 + delay400-50	2.0625	16	1	3	5	2.0625	1	1	1.2885021622628	1.858	2.64269	1.2	3.556	2.3	1.677	2	1	3.39077	2.22687	1.232	1.1007	1.50965	1.843	1.133545	3.39	3.23585	2.83351	1.89975	5	2.29371	5
sample06_08332cdbd86d4f09d30cd81c4f436081.ogg	993	loss22-0 + rate19kbit	1.7142857142857	7	1	3	5	1.7142857142857	1	1	1.4086858326249	1.184	4.520908	1.097	1	1.7	1.123	1.2	1	2.35798	1	1.137	1.1619	1.236981	1.662	1	3.15	3.33494	2.48551	1.37743	1	2.42682	
sample05_0bb3646f15e8dc61f525f40f2884de57.ogg	984	loss17-0 + rate24kbit	3.8333333333333	6	1	3	5	3.8333333333333	5	2.85012	3.4382212595165	2.54	1	1.361	3.022	2.7	1.805	4.6	1	3.23552	3.28842	1.61	1.3722	2.069405	2.233	2.847305	4.85	3.50354	2.55036	1.31394	2.5134	3.66914	5
sample15_1a7df29173d06cd4119ea338d1e8e05c.ogg	988	loss22-0 + rate19kbit	2	7	1	3	5	2	1	1	1.9785086217113	1.625	1.334295	1.223	2.448	2.3	1.856	2.3	1	3.07999	1.75508	1.216	1.1066	1.440176	1.819	1		2.56994	2.61963	2.11798	4.7521	1.93298	1.1373
sample06_43af06b41db225c41a659da60408148a.ogg	1014	loss25-0 + rate29kbit	3.5	6	1	3	5	3.5	5	1		2.151	1	1.241	3.231	2.7	1.985	2.82	1	4.3045	1	1.446	1.1792	1.896803	2.29	1	3.91	2.83262	3.73145	1.58753	1	2.65365	2.6179
sample05_0bb3646f15e8dc61f525f40f2884de57.ogg	993	loss80-0 + delay600-10	1	7	1	3	5	1	1	1	3.4047332576607	2.374	1	1.191	3.046	2.3	1.507	2.6	1	0	1.24392	1.218	1.1117	1.80469	1.947	1	4.24	2.91485	3.08452	1.48262	2.5376	2.69587	5
sample05_b4e08e2fae45c5991b82b80755d042a5.ogg	996	loss80-0 + delay600-10	0.5	6	1	3	5	0.5	1	1	1.9612717193463	1.001	2.737968	1.131	2.837	1.7	1.265	2.4	1	0	1	1.059	1.028	1.208532	1.639	1		3.58593	3.0791	1.29754	5	1	
sample06_08332cdbd86d4f09d30cd81c4f436081.ogg	998	loss10-0 + rate64kbit	3.6666666666667	6	1	3	5	3.6666666666667	5	4.33577	1.1453053651433	2.554	4.057647	1.374	2.686	2.7	2.461	3.52	1	4.87988	3.77044	1.802	1.3755	2.235614	2.556	3.715515	4.36	4.30233	4.28869	2.32088	1	4.57566	5
sample15_a5c5e22bcb1d4585beba504d73b6cc99.ogg	993	loss13-0 + rate44kbit	4.625	8	1	3	5	4.625	5	3.257	3.3991775844414	2.406	1.128591	1.513	2.71	2.7	2.306	2.6	1	4.82081	4.39137	1.631	1.2715	2.015485	2.172	3.280899	4.68	3.00172	4.16288	2.84189	2.6264	4.05839	1.7019
sample16_28b7af27b8464f83f547e385893de318.ogg	1011	loss25-0 + rate29kbit	3.1428571428571	7	1	3	5	3.1428571428571	5	1	1.0069778534923	2.086	2.379273	1.309	2.613	2.3	2.174	3.08	1	4.58218	1	1.348	1.1357	1.770417	2.111	2.191559		3.78098	3.14006	2.16335	4.1741	3.49488	3.7741
sample05_44823b5704b026f2930ad862576bef3c.ogg	992	default	5.25	8	1	3	5	5.25	5	1	4.3296129266681	4.057	4.679324	2.784	4.504	3.7	3.244	2.3	1	4.19363	4.57196	3.443	2.0719	2.923973	4.606	4.861237	3.48	3.05784	5	3.7676	2.8065	3.06628	5
sample15_d4cdbff1b70c60a2fd8fc54f26f55c23.ogg	988	loss22-0 + rate19kbit	1.8333333333333	6	1	3	5	1.8333333333333	1	1	1.8336552954996	2.034	1.124927	1.229	1.145	2.3	1.817	2.82	1	1.42544	1	1.277	1.0548	1.61324	1.914	1		1.4831	2.795	1.35052	1	3.33184	
sample06_b05e9d0ca9fa03bc46191299c1bae645.ogg	998	loss13-0 + rate48kbit	3.8571428571429	7	1	3	5	3.8571428571429	5	3.88218	1.2903139668633	2.572	3.484054	1.398	4.042	2.7	2.321	2.82	4.75	3.91283	4.06622	1.636	1.3089	2.167401	2.299	3.385529	4.3	4.02595	4.10263	2.33536	5	3.66137	5
sample15_03c54b861f72cce82609dd3acbaa85fb.ogg	998	loss17-0 + rate24kbit	3.3333333333333	6	1	3	5	3.3333333333333	5	1	1.6563743926421	1.6	3.220864	1.191	2.564	2.3	1.804	3.47	1	3.99748	3.03395	1.226	1.0886	1.428845	1.836	1		3.26001	2.71835	1.89375	4.9468	3.49221	1
sample17_0d1f6a407f028a451f3a6a90098a9300.ogg	993	loss30-0 + rate17kbit	2.4285714285714	7	1	3	5	2.4285714285714	1	1	3.4119047212611	1.792	1	1.223	1.646	2.3	1.899	3.08	1	3.5573	1	1.257	1.0797	1.494812	1.882	1	3.63	1.88467	2.5813	1.58182	1	2.48726	3.6857
sample05_44823b5704b026f2930ad862576bef3c.ogg	1002	loss30-0 + rate14kbit	0.57142857142857	7	1	3	5	0.57142857142857	1	1	3.3803712952549	1.202	2.712822	1.166	1.775	1.7	1.182	2	1	0	1	1.115	1.0949	1.645473	1.875	1	2.2	1	3.16671	1.24577	2.9079	1	4.887
sample06_b2f157ef91eaef1e2778a9b37326e3ef.ogg	996	loss10-0 + rate64kbit	3.5714285714286	7	1	3	5	3.5714285714286	5	3.16017	3.6830230770103	2.206	2.297555	1.34	4.701	2.7	2.233	3.24	1	4.11894	3.76019	1.46	1.1402	1.815185	2.073	3.333618	3.81	4.27708	3.76393	1.9277	4.3321	3.69003	5
sample15_c38cd5c611532af5e79ed0958c415880.ogg	1013	loss30-0 + rate14kbit	1.2857142857143	7	1	3	5	1.2857142857143	1	1	3.2773549933191	1.617	5	1.159	2.222	2.3	1.761	2.82	1	2.88997	1	1.193	1.138	1.404761	1.846	1	4.97	1.59923	2.79397	2.81991	2.7481	3.21117	
sample15_03c54b861f72cce82609dd3acbaa85fb.ogg	1011	loss17-0 + rate24kbit	2.1666666666667	6	1	3	5	2.1666666666667	1	1	1.6871481405531	1.569	3.615877	1.185	2.317	2.3	1.723	2.82	1	3.82145	3.32759	1.172	1.1886	1.364157	1.814	1		3.21264	2.72196	1.67976	5	3.00035	1.9643
sample17_fd738975ea9a518e48680e3c33ee4c05.ogg	1013	loss13-0 + rate44kbit	4.5714285714286	7	1	3	5	4.5714285714286	5	2.83051	1.4852052395442	3.047	3.293301	1.677	3.767	3.3	2.693	2.3	1	4.8412	3.91719	2.169	1.4467	2.791177	2.928	2.666481		3.0485	3.80629	2.83964	1	4.45148	5
sample15_64900b3ffd4aa70f5e5d9641952094e8.ogg	998	loss25-0 + rate25kbit	2.25	8	1	3	5	2.25	1	1	1.4054995821871	2.089	3.007235	1.26	3.813	2.3	1.943	2.82	1	3.629	1.2297	1.325	1.1923	1.657099	2.01	2.584549		3.59115	2.86687	1.8954	1	2.96285	1.7136
sample15_1a7df29173d06cd4119ea338d1e8e05c.ogg	988	loss30-0 + rate14kbit	1	7	1	3	5	1	1	1	1.7551287010302	1.506	2.346842	1.207	2.103	2.3	1.643	2.235	1	3.10429	1.94152	1.155	1.0527	1.329406	1.761	1		2.6037	2.73043	1.73406	4.8541	1.88957	1
sample16_5d5ba5774b0b215e83f8099e87cbe7e2.ogg	1009	loss17-0 + rate24kbit	2.6666666666667	6	1	3	5	2.6666666666667	1	1	3.2572007623872	1.419	1	1.167	4.321	2.3	1.738	2.3	1	2.95135	1	1.171	1.1407	1.391579	1.793	1	3.56	4.89039	5	1.79759	4.852	3.06168	5
sample15_8082d542b11fb2be2869f8f45b292373.ogg	1002	loss17-0 + rate24kbit	1.2857142857143	7	1	3	5	1.2857142857143	1	1	3.2707316640635	1.719	4.285983	1.166	1	2.3	1.737	2.82	1	3.26947	1	1.185	1.3561	1.408446	1.827	1	4.77	1	2.5527	2.5314	1	3.3546	1
sample06_fb64e39c9934c818b378a0532c38f50f.ogg	1011	loss25-0 + rate29kbit	3.7142857142857	7	1	3	5	3.7142857142857	5	1	3.9730559567215	1.92	4.779487	1.281	3.677	2.3	1.82	2.3	5	3.7441	2.3987	1.304	1.084	1.509491	1.933	3.404343	4.45	1.01312	3.6634	1.91648	2.4079	3.46694	5
sample16_450f0cecc3c7003c6fbc3a10f4712aa4.ogg	1002	loss22-0 + rate23kbit	1.8333333333333	6	1	3	5	1.8333333333333	1	1	1.3186758645577	2.071	2.460769	1.213	1.438	2.3	1.857	2	1	3.36443	1	1.323	1.0581	1.739458	1.96	2.427277		1	2.60884	1.96469	1	3.24592	
sample06_b05e9d0ca9fa03bc46191299c1bae645.ogg	993	loss22-0 + rate19kbit	0.57142857142857	7	1	3	5	0.57142857142857	1	1	1.0658861379268	1	1	1.111	2.622	1.7	1.173	2	1	0	1	1.096	1.0322	1.255009	1.656	1	2.99	3.01195	2.41113	1.3953	5	1.54848	
sample17_350b04a3821a66a8bcd78a15588c8191.ogg	1013	loss25-0 + rate29kbit	4.1666666666667	6	1	3	5	4.1666666666667	5	1	3.0757717486325	2.292	2.156876	1.32	2.34	2.7	2.15	2.6	1	4.48239	1	1.478	1.1394	1.742381	2.081	3.329025	4.73	1	2.81051	2.39458	1	4.04968	5
sample05_0bb3646f15e8dc61f525f40f2884de57.ogg	987	loss25-0 + rate29kbit	3.1428571428571	7	1	3	5	3.1428571428571	5	3.71199	3.4487868125707	2.367	1	1.282	3.159	2.7	2.062	4.42	1	1.42291	4.12827	1.497	1.183	1.909803	2.167	3.3358	4.7	4.04725	3.60835	1.57	2.5492	3.80581	5
sample16_2ee9c6bcc64a0b6566f8e9ec99b20ada.ogg	998	loss30-0 + delay400-50	2.2857142857143	7	1	3	5	2.2857142857143	1	1	3.6678510647328	2.459	3.921362	1.542	4.463	2.7	2.469	2.82	1	4.23451	1.82029	1.635	1.2714	2.07043	2.349	3.261398	4.22	4.21988	2.94214	2.89816	5	4.00609	3.6711
sample05_e181863bce6738bace6841b174713716.ogg	987	loss22-0 + rate23kbit	1.1666666666667	6	1	3	5	1.1666666666667	1	1	1.6076253499021	2.138	3.442181	1.298	3.267	2.7	2.228	1.26	1	0.559921	4.04321	1.428	1.3613	1.818949	2.032	1	2.84	3.71421	2.68338	1.74232	5	2.27758	
sample17_350b04a3821a66a8bcd78a15588c8191.ogg	1002	loss40-0 + rate16kbit	1.3076923076923	13	1	3	5	1.3076923076923	1	1	3.9708947063058	1.571	1	1.185	1	2.3	1.648	2.4	1	3.88525	1	1.226	1.1003	1.367097	1.777	1	3.8	1	2.23067	1.82719	1	2.64716	1
sample05_7f3d7554d1fe70872389e84ebe802984.ogg	1002	loss30-0 + rate17kbit	0.57142857142857	7	1	3	5	0.57142857142857	1	1	1.877874975821	1.363	1.83333	1.133	1	1.7	0.957	1.2	1	0	1	1.114	1.2464	1.193909	1.876	1	3.83	1.28018	3.04845	1.4624	1	2.21671	4.3091
sample06_b05e9d0ca9fa03bc46191299c1bae645.ogg	984	loss30-0 + rate17kbit	0.57142857142857	7	1	3	5	0.57142857142857	1	1	1.0325678259986	1.166	2.10727	1.123	2.891	2.3	1.431	2.4	1	0.381421	1	1.157	1.0288	1.248814	1.686	1	3.01	2.88535	2.43723	1.46899	5	1.87602	
sample05_7f3d7554d1fe70872389e84ebe802984.ogg	1010	loss17-0 + rate28kbit	4	6	1	3	5	4	5	1	1.1401253551381	1.779	3.439339	1.162	3.181	2.3	1.762	3.47	1	4.97781	2.39215	1.264	1.0631	1.568994	1.842	3.263123	4.47	3.20702	3.4188	1.65399	1	4.23839	
sample17_350b04a3821a66a8bcd78a15588c8191.ogg	1009	default	6	9	1	3	5	6	5	3.22777	4.6745079945394	4.43	3.720135	4.277	4.896	4.3	3.996	3.8	1	4.98036	4.86839	4.085	3.3231	3.855058	5	3.767944	4.87	3.32449	5	4.30278	1	4.83754	2.0882
sample05_066a3936b4ebc1ca0c3b9e5d4e061e4b.ogg	1011	loss25-0 + delay500-50	1.3333333333333	6	1	3	5	1.3333333333333	1	1	3.7591970436703	1	1	1.135	3.941	1.7	1.677	2.4	1	1.99276	1	1.115	1.1634	1.107432	1.634	1	1.77	3.68298	3.07073	1.32944	3.1632	1	5
sample05_44823b5704b026f2930ad862576bef3c.ogg	984	loss40-0 + rate16kbit	1.4285714285714	7	1	3	5	1.4285714285714	1	1	3.9575984012723	1.203	4.31403	1.195	1.513	1.7	1.281	2	1	0.279829	1	1.09	1.0379	1.202226	1.675	1	2.75	1	3.0618	1.41338	2.9409	1.20357	4.8658
sample06_afb5f1ecdd37621d1be77b20691fefd8.ogg	1009	loss17-0 + rate24kbit	2.8571428571429	7	1	3	5	2.8571428571429	1	1	3.54376930014	1.257	1	1.165	1	2.3	1.377	2.9	1	1.27356	1	1.156	1.0948	1.300978	1.797	1	4.14	1	2.90356	1.28603	1	2.7782	4.8765
sample06_b05e9d0ca9fa03bc46191299c1bae645.ogg	1014	loss25-0 + delay500-50	2	7	1	3	5	2	1	1		1.87	1	1.298	3.09	2.3	2.042	2	1	3.27482	1.05306	1.333	1.0667	1.630875	2.101	1	1.9	3.50572	3.44657	2.0293	4.9036	1.349	
sample15_75836e80be4f3370e27e3f17bbce3433.ogg	1013	loss17-0 + rate28kbit	3.75	8	1	3	5	3.75	5	1	3.5011816163477	2.146	4.758409	1.304	3.88	2.7	2.115	4.2	1	4.42992	3.43576	1.469	1.248	1.7618	2.038	3.170609	4.66	3.60309	3.24908	2.374	5	3.89665	2.0313
sample15_03c54b861f72cce82609dd3acbaa85fb.ogg	1013	loss80-0 + delay600-10	1.4285714285714	7	1	3	5	1.4285714285714	1	1.56538	1.0815270362804	1.678	3.613315	1.227	2.332	2.3	1.696	1.1	1	0.657661	3.45433	1.185	1.0824	1.441034	1.818	1		3.02401	2.41255	1.39422	5	1.28682	
sample05_066a3936b4ebc1ca0c3b9e5d4e061e4b.ogg	1002	loss13-0 + rate48kbit	4.8571428571429	7	1	3	5	4.8571428571429	5	1	4.0754885673495	2.421	1.731426	1.559	3.953	2.7	2.52	3.6	1	4.67539	4.19504	1.66	1.5438	2.134317	2.727	3.567078	4.34	4.96976	4.82225	2.60134	3.204	4.6135	2.9802
sample17_0d1f6a407f028a451f3a6a90098a9300.ogg	992	loss22-0 + rate23kbit	1.8333333333333	6	1	3	5	1.8333333333333	1	1	3.1829280053916	1.616	1	1.202	2.111	2.3	1.764	2.4	1	3.72327	1	1.174	1.0895	1.360921	1.84	1	3.37	2.08493	2.72858	1.68679	1	2.05035	2.6123
sample16_450f0cecc3c7003c6fbc3a10f4712aa4.ogg	1014	loss22-0 + rate23kbit	2.3333333333333	6	1	3	5	2.3333333333333	1	1		1.985	1	1.264	1.605	2.3	1.815	1.1	1	3.2565	1	1.348	1.1046	1.596319	1.947	2.787842	3.22	1	2.75296	2.07713	1	1.53341	3.9436
sample05_066a3936b4ebc1ca0c3b9e5d4e061e4b.ogg	1001	loss13-0 + rate44kbit	5.3333333333333	6	1	3	5	5.3333333333333	5	4.06812	4.9002872252411	3.13	2.089407	2.133	3.962	3.3	2.827	4.2	1	4.51354	4.22029	2.267	1.5875	2.95642	3.121	3.709274	4.23	5	5	3.07402	3.0782	4.51078	1.1922
sample15_c38cd5c611532af5e79ed0958c415880.ogg	998	loss25-0 + delay500-50	3.8333333333333	6	1	3	5	3.8333333333333	5	1	4.0350265649451	2.786	4.797584	1.451	4.116	3.3	2.586	3.88	1	4.63082	3.54995	1.879	1.2123	2.174407	2.773	1	4.58	2.04197	2.38546	2.85793	2.8552	3.90929	2.1309
sample05_7f3d7554d1fe70872389e84ebe802984.ogg	1000	loss13-0 + rate44kbit	4.1428571428571	7	1	3	5	4.1428571428571	5	3.72585	1.7239105627829	2.424	2.858279	1.434	3.665	2.7	2.496	3.88	1	4.50944	3.82697	1.641	1.2416	2.229533	2.262	3.53714	4.5	3.85317	3.70169	2.60584	1	4.57815	5
sample05_44823b5704b026f2930ad862576bef3c.ogg	1002	loss30-0 + rate17kbit	0.5	6	1	3	5	0.5	1	1	3.1639937319044	2.965	1	2.137	1.421	2.7	2.342	1.2	1	0	1	1.631	1.2794	1.576639	1.827	1		1	3.10109	1.32526	2.8009	1	3.0938
sample06_fb64e39c9934c818b378a0532c38f50f.ogg	988	loss17-0 + rate28kbit	3.5	8	1	3	5	3.5	5	1	4.4033442563616	2.544	5	1.459	2.564	2.7	2.356	4.8	4.5	4.68734	1.91797	1.692	1.2766	1.848019	2.353	3.246506	4.93	1	2.46333	2.34275	1	4.11348	2.3951
sample15_d4cdbff1b70c60a2fd8fc54f26f55c23.ogg	1002	loss17-0 + rate28kbit	2.6666666666667	6	1	3	5	2.6666666666667	1	3.32352	1.7315630465794	2.661	2.326627	1.554	2.472	3.3	2.382	2.8	3.666667	3.96815	2.1465	1.88	1.3015	2.299508	2.645	3.093323		1.87306	3.25997	1.92186	1	3.89206	
sample06_fb64e39c9934c818b378a0532c38f50f.ogg	987	loss30-0 + rate14kbit	0.33333333333333	6	1	3	5	0.33333333333333	1	1	3.961233088646	1.39	2.205133	1.15	1.305	1.7	1.356	2	1	0	1	1.13	1.0758	1.253748	1.721	1	2.11	1	2.75341	1.16998	1	1.07421	
sample15_1a7df29173d06cd4119ea338d1e8e05c.ogg	1011	loss17-0 + rate24kbit	1.8571428571429	7	1	3	5	1.8571428571429	1	1	1.8189709188363	1.635	1.730612	1.217	2.289	2.3	1.75	2	1	3.83763	2.2676	1.189	1.1259	1.390775	1.772	1.013428		2.4355	2.63697	2.16321	4.6243	2.94405	1.1683
sample05_93fd2fb8e32e04fff51eaa1677a471c8.ogg	1001	loss13-0 + rate48kbit	4	7	1	3	5	4	5	3.38394	1.0657871979049	2.532	2.856157	1.514	4.666	2.7	2.507	2.4	5	4.86991	5	1.825	1.339	2.224599	2.515	3.709427	3.91	4.2369	4.45823	2.78866	4.8697	4.14895	
sample15_75836e80be4f3370e27e3f17bbce3433.ogg	984	loss30-0 + rate17kbit	1.75	8	1	3	5	1.75	1	1	3.7395772761435	1.501	4.12778	1.171	3.258	2.3	1.617	2	1	0.857142	1.3015	1.17	1.1994	1.320101	1.766	1	2.84	3.30153	3.01204	2.33982	5	1.54251	4.0153
sample15_03c54b861f72cce82609dd3acbaa85fb.ogg	1011	loss30-0 + rate17kbit	2	6	1	3	5	2	1	1	1.9759838200524	1.55	2.70483	1.191	2.338	2.3	1.817	1.13	4.354167	2.67299	2.48535	1.204	1.1529	1.395233	1.808	1		2.95888	2.36584	2.22271	5	1.28031	1
sample17_fd738975ea9a518e48680e3c33ee4c05.ogg	1000	loss13-0 + rate48kbit	3.4285714285714	7	1	3	5	3.4285714285714	5	3.2776	1.7209262532741	2.845	2.949174	1.524	3.308	3.3	2.457	2.4	1	4.13821	2.37186	1.917	1.4653	2.505451	2.676	3.097778		2.90033	3.29523	2.34041	1	4.17882	1
sample05_f8498e0018ea93b1158ec6fec09b23e5.ogg	1009	loss13-0 + rate44kbit	4	7	1	3	5	4	5	4.34426	4.4500670041435	2.357	1	1.698	3.506	2.7	2.503	3.47	1	4.30845	4.68056	1.526	1.4444	1.997945	2.212	3.180344	4.37	4.24798	4.52804	2.41576	3.2886	4.12117	5
sample17_0d1f6a407f028a451f3a6a90098a9300.ogg	987	loss40-0 + rate16kbit	2.3333333333333	6	1	3	5	2.3333333333333	1	1	3.4941614071427	1.997	1	1.232	2.494	2.3	1.987	2	1	3.92952	1.7949	1.306	1.1482	1.640052	2.017	1	3.92	2.01682	2.44787	2.01141	1	2.64001	1.2128
sample05_44823b5704b026f2930ad862576bef3c.ogg	998	loss25-0 + delay500-50	3.1428571428571	7	1	3	5	3.1428571428571	5	3.85253	3.9480798564359	1.77	1	1.31	1.357	2.3	1.738	2.4	1	3.81153	3.0807	1.285	1.1201	1.440509	1.888	3.12355	4.34	2.41285	3.41742	2.16419	4.8004	3.44407	2.7473
sample15_03c54b861f72cce82609dd3acbaa85fb.ogg	1013	loss25-0 + delay500-50	3.1428571428571	7	1	3	5	3.1428571428571	5	1	1.5005912868074	2.509	3.840042	1.536	2.348	2.7	2.461	2.8	1	3.91997	4.64074	1.666	1.2233	2.143062	2.376	3.187943		3.61614	3.55293	2.85444	4.9761	3.56745	2.3302
sample05_b4e08e2fae45c5991b82b80755d042a5.ogg	1013	loss22-0 + rate23kbit	2	7	1	3	5	2	1	1	1.3020856707931	1.673	2.545393	1.246	3.164	2.3	1.451	1.95	1	3.62983	1.107	1.217	1.1401	1.50375	1.829	3.085892	3.09	4.17405	3.22808	1.35965	5	2.93986	4.9691
sample15_a5c5e22bcb1d4585beba504d73b6cc99.ogg	1002	loss25-0 + rate29kbit	3.4285714285714	7	1	3	5	3.4285714285714	5	1	3.7998838874194	2.427	1	1.54	2.674	2.7	2.391	3.24	1	4.5827	3.42663	1.641	1.3764	2.091501	2.14	1	4.6	2.96073	3.26227	2.20701	2.7581	3.99768	2.5649
sample07_5574802a9f1816ded504abaccbd6ea79.ogg	992	loss25-0 + rate29kbit	3.5	6	1	3	5	3.5	5	1	1.2321384027098	1.871	1	1.304	4.484	2.3	1.821	1.8	1	4.28051	3.66331	1.319	1.2833	1.657273	1.945	1		3.97045	4.04424	1.98039	5	2.6681	5
sample15_64900b3ffd4aa70f5e5d9641952094e8.ogg	998	loss25-0 + rate29kbit	4.1428571428571	7	1	3	5	4.1428571428571	5	1.65966	1.965158244608	2.23	4.385276	1.389	4.272	2.7	2.145	2.82	1	4.42477	3.3149	1.456	1.351	1.839192	2.185	3.394104		3.98785	3.62467	2.53578	1	3.92174	1.7421
sample05_14ae7b1886265e54e7f2c83d67eb802e.ogg	1010	loss30-0 + rate14kbit	0.33333333333333	6	1	3	5	0.33333333333333	1	1	1.661231168873	1.34	3.615711	1.129	3.353	1.7	0.931	1.7	1	0	1	1.111	1.034	1.224897	1.733	1		3.25222	3.27821	1.55777	5	1	
sample05_0bb3646f15e8dc61f525f40f2884de57.ogg	998	loss13-0 + rate48kbit	5.5	6	1	3	5	5.5	5	1	4.801838919361	3.418	1.486278	2.071	3.281	3.3	3.252	5	1	4.72049	5	2.585	1.9491	3.198919	3.628	1	4.4	5	4.89546	2.72767	2.3912	4.61172	5
sample15_64900b3ffd4aa70f5e5d9641952094e8.ogg	996	loss30-0 + rate17kbit	2.4285714285714	7	1	3	5	2.4285714285714	1	1	1.1605908851239	1.736	3.416766	1.211	3.539	2.3	1.754	2.82	1	2.86644	1	1.221	1.0638	1.442413	1.865	1		3.5312	2.96352	1.58583	1	1.77243	1.9673
sample06_b05e9d0ca9fa03bc46191299c1bae645.ogg	1011	loss22-0 + rate23kbit	2	7	1	3	5	2	1	1.45455	1.5603813676547	2.093	3.947586	1.22	3.098	2.3	1.312	2.82	1	2.88545	1.49451	1.315	1.1753	1.529882	1.933	1.71817	4.3	3.33861	2.42043	1.62554	4.7423	3.0838	
sample06_fb64e39c9934c818b378a0532c38f50f.ogg	1014	loss30-0 + delay400-50	3.125	8	1	3	5	3.125	5	1		2.239	4.174415	1.346	3.129	2.7	2.22	2	1	4.4751	1.40667	1.447	1.1034	1.7363	2.169	2.440529	3.24	1	3.40814	1.59848	2.4096	1.96837	5
sample06_fb64e39c9934c818b378a0532c38f50f.ogg	998	default	5.7142857142857	7	1	3	5	5.7142857142857	5	4.58578	3.3974347111551	4.442	4.952758	4.25	4.341	4.3	4.106	5	5	4.91436	4.4208	4.103	3.9877	3.267552	5	4.696625	4.62	3.68601	5	4.13414	2.4083	4.76919	3.0383
sample06_43af06b41db225c41a659da60408148a.ogg	1012	loss17-0 + rate24kbit	2.8571428571429	7	1	3	5	2.8571428571429	1	1	3.9532476513741	1.729	1	1.346	2.883	2.3	1.752	3.47	1	4.03442	1	1.257	1.1268	1.501134	2.326	3.169464	3.28	2.51823	2.65045	1.35824	1	3.50719	3.0307
sample06_43af06b41db225c41a659da60408148a.ogg	993	loss40-0 + rate16kbit	0.14285714285714	7	1	3	5	0.14285714285714	1	1	3.0093342037962	1.08	1	1.115	2.239	1.7	0.993	2	4.125	0	1	1.057	1.0346	1.147827	1.631	1	1.22	2.42286	2.4131	1.24082	1	1	
sample15_1a7df29173d06cd4119ea338d1e8e05c.ogg	993	loss30-0 + rate17kbit	1.5714285714286	7	1	3	5	1.5714285714286	1	1	1.7630894209454	1.432	1.116483	1.185	2.385	2.3	1.601	2.3	1	2.85836	1.3781	1.158	1.0528	1.331478	1.746	1		2.54002	3.09105	2.06275	4.9199	1.72563	1
sample15_8082d542b11fb2be2869f8f45b292373.ogg	998	loss25-0 + delay500-50	2.8333333333333	6	1	3	5	2.8333333333333	1	1	4.2006229731955	2.368	4.770539	1.411	3.432	2.7	2.356	4.04	1	4.83954	2.49564	1.57	1.182	1.829152	2.3	3.529297	4.8	1	3.39975	2.50747	1	3.81649	1.8969
sample15_8082d542b11fb2be2869f8f45b292373.ogg	992	loss10-0 + rate64kbit	3.6666666666667	6	1	3	5	3.6666666666667	5	3.94234	4.5026908374639	2.861	3.831413	1.687	3.98	3.3	2.627	2	1	4.60073	3.46501	2.076	1.4284	2.181828	2.96	3.736267	3.1	1.59012	4.10433	3.03429	1	2.74976	5
sample15_4a30a6c03e108b963d0afe692558e3ec.ogg	1013	loss25-0 + rate29kbit	4.5	6	1	3	5	4.5	5	2.57896	4.587310508764	2.641	3.086899	1.507	3.599	2.7	2.536	2.82	1	4.78864	2.81386	1.682	1.3143	2.185179	2.4	2.617142	4.59	3.22791	3.81449	2.27121	1	4.13897	3.4684
sample15_75836e80be4f3370e27e3f17bbce3433.ogg	1001	loss13-0 + rate44kbit	4.375	8	1	3	5	4.375	5	1	3.7809081512163	2.977	5	1.719	4.368	3.3	2.756	2.82	1	4.76172	4.3159	2.105	1.6618	2.690887	2.945	2.811905	4.46	4.37161	3.61008	2.70445	5	4.179	5
sample06_b05e9d0ca9fa03bc46191299c1bae645.ogg	1002	loss22-0 + rate19kbit	1.8333333333333	6	1	3	5	1.8333333333333	1	1	1.3194878529366	1.356	1	1.147	2.661	2.3	1.593	2	3	2.56835	1	1.191	1.0491	1.402791	1.824	1	4.16	3.05472	2.15466	1.43089	5	3.0341	
